id,paper_title,doi,component,ratio_value,ratio_unit,role,confidence
556,Oxidization of carbon nanofiber and its effect on tensile properties of PAll matrix composite reinforced with carbon nanofiber,10.1063/1.5016702,carbon_fiber,,,,0.7
25,Cyclodextrin/Graphene-Based Porous Carbon Nanofibers with Embedded MnO2 Nanoparticles for Supercapacitor Applications,10.1021/acsanm.2c00645.s001,carbon_fiber,,,,0.6
219,Biomass-Based Carbon Nanofibers Modified with Polyaniline for Supercapacitor Applications,10.1021/acsanm.3c02028.s001,carbon_fiber,,,,0.6
502,A novel super-elastic carbon nanofiber with cup-stacked carbon nanocones and a screw dislocation,10.1016/j.carbon.2019.07.084,carbon_fiber,,,,0.6
506,Optical properties of carbon nanofiber photonic crystals,10.1088/0957-4484/21/46/465203,carbon_fiber,,,,0.6
512,"Carbon nanofiber-filled conductive silicone elastomers as soft, dry bioelectronic interfaces",,carbon_fiber,,,,0.6
517,Wearable Au@Cu-MOF Carbon Nanofiber Biosensor for Monitoring Nutrients and Metabolites,10.1021/acsami.5c13392.s001,carbon_fiber,,,,0.6
519,Electrical impedance of carbon nanofiber aggregates,10.1016/b978-0-12-817854-6.00014-3,carbon_fiber,,,,0.6
520,Electrospun carbon nanofiber-based electrochemical biosensor for the detection of hepatitis B virus,10.33263/briac94.022026,carbon_fiber,,,,0.6
521,Correlation of Impedance and Compressive Stress of Carbon Nanofiber Aggregates for Structural Health Monitoring,10.26226/m.632b0aa4f30377bc3bafa24f,carbon_fiber,,,,0.6
524,"Disposable biosensor based on ionic liquid, carbon nanofiber and poly(glutamic acid) for tyramine determination",10.1016/j.ab.2023.115387,carbon_fiber,,,,0.6
525,Spectro-electrochemical studies of acetylcholinesterase in carbon nanofiber-bioinspired silica nanocomposites for biosensor development,10.1039/b811350e,carbon_fiber,,,,0.6
527,Biomimetically Synthesized Silica−Carbon Nanofiber Architectures for the Development of Highly Stable Electrochemical Biosensor Systems,10.1021/ac800614j,carbon_fiber,,,,0.6
531,Investigation on Hydrogen Peroxide Biosensor Based on Myoglobin/Porous Carbon Nanofiber/Room Temperature Ionic Liquid Composite Film,10.1166/sl.2009.1247,carbon_fiber,,,,0.6
532,Detection of ricin using a carbon nanofiber based biosensor,10.1016/j.bios.2011.07.061,carbon_fiber,,,,0.6
536,The Effect of Fatigue Loading on Electrical Impedance in Open-Hole Carbon Nanofiber-Modified Glass Fiber/Epoxy Composites,10.1115/smasis2020-2220,carbon_fiber,,,,0.6
537,"An amperometric biosensor based on poly(l-aspartic acid), nanodiamond particles, carbon nanofiber, and ascorbate oxidase–modified glassy carbon electrode for the determination of l-ascorbic acid",10.1007/s00216-020-02747-w,carbon_fiber,,,,0.6
538,Impedance analysis and electromagnetic interference shielding effectiveness of vapor grown carbon nanofiber reinforced chlorobutyl rubber composites,10.1515/epoly.2008.8.1.496,carbon_fiber,,,,0.6
541,A network-centric perspective on the microscale mechanisms of complex impedance in carbon nanofiber-modified epoxy,10.1016/j.compscitech.2019.05.026,carbon_fiber,,,,0.6
542,Label-free electrochemical impedance detection of kinase and phosphatase activities using carbon nanofiber nanoelectrode arrays,10.1016/j.aca.2012.07.027,carbon_fiber,,,,0.6
543,Damage detection and conductivity evolution in carbon nanofiber epoxy via electrical impedance tomography,10.1088/0964-1726/23/4/045034,carbon_fiber,,,,0.6
548,"Novel electrochemical biosensor for breast cancer detection, based on a nanocomposite of carbon nanofiber, metal–organic framework, and magnetic graphene oxide",10.1016/j.bioelechem.2023.108558,carbon_fiber,,,,0.6
555,Characterization of Carbon Nanofiber Electrode Arrays Using Electrochemical Impedance Spectroscopy: Effect of Scaling Down Electrode Size,10.1021/nn901583u,carbon_fiber,,,,0.6
605,Electrochemical and electromechanical properties of carbon black/carbon fiber composite polymer actuator with higher performance than single-walled carbon nanotube polymer actuator,10.1016/j.electacta.2013.12.156,carbon_fiber,,,,0.6
386,Green fabrication of graphene-like N-doped carbon aerogel from chitosan for high-performance supercapacitor,10.2139/ssrn.5737513,chitosan,,,,0.6
437,Synthesis of Metal-Organic Framework (MOF) Based Composites for pH-Responsive Drug Delivery,10.1101/2025.06.18.660385,chitosan,,,,0.6
530,An amperometric uric acid biosensor based on chitosan-carbon nanotubes electrospun nanofiber on silver nanoparticles,10.1007/s00216-014-7770-3,chitosan,,,,0.6
550,Development of a PolypyrroleChitosan Electrospun Nanofiber-Based Enzymatic Biosensor for Sensitive and Rapid Detection of Acetylcholine,10.1021/acsapm.4c02614.s001,chitosan,,,,0.6
651,Electrochemical Determination of Melamine with a Glassy Carbon Electrode Coated with a Multi-Wall Carbon Nanotube/Chitosan Composite,10.1149/2.065205jes,chitosan,,,,0.6
614,Comparative Studies of Electrochemical Behaviors of Benzenediols at a Gold Nanoparticle/carbon Nanotube Composite Modified Glassy Carbon Electrode,10.14447/jnmes.v14i3.108,gold_nanoparticles,,,,0.8
56,Method development for determination of carbofuran using nanomaterial-modified screen-printed carbon electrode,10.58837/chula.the.2016.1420,gold_nanoparticles,,,,0.7
43,INVESTIGATION OF GOLD NANOPARTICLE MODIFICATION ON SCREEN PRINTED GOLD ELECTRODE BY ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY,10.31796/ogummf.1066433,gold_nanoparticles,,,,0.6
45,Haptenation of Skin Sensitizers with Cysteine and Gold Nanoparticles Modified Screen Printed Carbon Electrode Analyzed Using Impedance Technique,10.2139/ssrn.3895683,gold_nanoparticles,,,,0.6
48,Modification of screen-printed carbon electrode for detection of pesticides,10.58837/chula.the.2021.66,gold_nanoparticles,,,,0.6
166,GRAPHENE NANOCOMPOSITE MODIFIED ELECTRODE FOR ELECTROCHEMICAL DETECTION,10.58837/chula.the.2014.1041,gold_nanoparticles,,,,0.6
523,"Review for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""",10.1039/d5an00583c/v1/review1,gold_nanoparticles,,,,0.6
526,"Decision letter for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""",10.1039/d5an00583c/v1/decision1,gold_nanoparticles,,,,0.6
552,"DNA impedance biosensor for detection of cancer, TP53 gene mutation, based on gold nanoparticles/aligned carbon nanotubes modified electrode",10.1016/j.aca.2014.05.029,gold_nanoparticles,,,,0.6
557,"Author response for ""Gold Nanoparticle/Cellulose Nanofiber Composite Film for Tattoo-Type Biosensor""",10.1039/d5an00583c/v2/response1,gold_nanoparticles,,,,0.6
722,Facile and controllable synthesis of monodisperse gold nanoparticle bipyramid for electrochemical dopamine sensor,10.31224/2626,gold_nanoparticles,,,,0.6
733,CoreSatellite Gold Nanoparticle@Silver Nanocluster Nanohybrids for Milk Allergen Lactoglobulin Detection Using the Electrochemical Aptasensor,10.1021/acs.jafc.4c08948.s001,gold_nanoparticles,,,,0.6
735,High-Performance Graphdiyne Oxide/Au Nanoparticle Electrode for Electrochemical Non-enzymatic Glucose Sensor,10.1021/acsnano.5c05908.s001,gold_nanoparticles,,,,0.6
768,DEVELOPMENT OF ELECTROCHEMICAL SENSOR FOR DETERMINATION OF GLUCOSAMINE USING DROPLET MICROFLUIDIC SYSTEM,10.58837/chula.the.2015.1021,gold_nanoparticles,,,,0.6
780,Non-invasive wearable chemical sensor for detection of sweat biomarker,10.58837/chula.the.2022.1370,gold_nanoparticles,,,,0.6
786,"A Wearable, Textile-Based Polyacrylate Imprinted Electrochemical Sensor for Cortisol Detection in Sweat",10.3390/bios12100854,gold_nanoparticles,,,,0.6
13,Advanced Asymmetrical Supercapacitors Based on Graphene Hybrid Materials,,graphene,,,,0.95
88,Integrating Functional Oxides with Graphene,10.1016/j.ssc.2012.04.050,graphene,,,,0.95
161,Different Synthesis Routes of Graphene-Based Metal Nanocomposites,10.1007/978-3-030-10614-0_30-1,graphene,,,,0.95
186,Functionalization of graphene sponge electrodes with two-dimensional materials for tailored electrocatalytic activity towards specific contaminants of emerging concern,10.1016/j.cej.2022.137057,graphene,,,,0.95
298,Interfacial and Electronic Properties of Heterostructures of MXene and Graphene,10.1103/PhysRevB.99.085429,graphene,,,,0.95
332,Route to Achieving Enhanced Quantum Capacitance in Functionalized Graphene based Supercapacitor Electrodes,,graphene,,,,0.95
333,Enhancement of quantum capacitance in graphene electrodes by chemical modifications using aliphatic/aromatic molecules and their radicals,,graphene,,,,0.95
335,Synthesis of graphene aerogels toward the absorption of liquid and gas pollutants,,graphene,,,,0.95
337,Wetting Properties of Graphene Aerogels,10.1038/s41598-020-58860-4,graphene,,,,0.95
347,The effect of electron dielectric response on the quantum capacitance of graphene in a strong magnetic field,10.1103/PhysRevB.88.155417,graphene,,,,0.95
353,Polymer-Derived SiOC Integrated with a Graphene Aerogel As a Highly Stable Li-Ion Battery Anode,10.1021/acsami.0c12376,graphene,19.8,wt%,,0.95
445,Low Resistance Metal Contacts to MoS2 Devices with Nickel-Etched-Graphene Electrodes,10.1021/nn506567r,graphene,,,,0.95
500,Graphene-based field-effect transistor biosensors for the rapid detection and analysis of viruses: A perspective in view of COVID-19,10.1016/j.cartre.2020.100011,graphene,,,,0.95
12,Quantum Capacitance of Graphene Sheets and Nanoribbons,10.1201/b19460-15,graphene,,,,0.9
16,A Chemical Route to Graphene for Electronics and Spintronics Device Applications,10.1016/S1369-7021(12)70118-9,graphene,,,,0.9
19,A model of large volumetric capacitance in graphene supercapacitors based on ion clustering,10.1103/PhysRevB.84.235133,graphene,,,,0.9
299,Functionalized MXenes as Effective Polyselenides Immobilizer for Lithium-Selenium Batteries: A Density Functional Theory (DFT) Study,10.1039/d0nr02296a,graphene,,,,0.9
326,Mn3O4-Graphene Hybrid as a High Capacity Anode Material for Lithium Ion Batteries,,graphene,,,,0.9
342,Negative quantum capacitance in graphene nanoribbons with lateral gates,10.1103/PhysRevB.89.115406,graphene,,,,0.9
343,Graphene-based quantum capacitance wireless vapor sensors,,graphene,,,,0.9
345,Measuring the local quantum capacitance of graphene using a strongly coupled graphene nanoribbon,10.1103/PhysRevB.91.115441,graphene,,,,0.9
350,Interface traps in graphene field effect devices: extraction methods and influence on characteristics,,graphene,,,,0.9
415,Three-dimensional aerogel on sulfonyldibenzene derivative functionalized reduced graphene oxide for aqueous supercapacitor,10.22541/au.171040521.17556047/v1,graphene,,,,0.9
443,Quantifying the intrinsic surface charge density and charge-transfer resistance of the graphene-solution interface through bias-free low-level charge measurement,10.1063/1.4955404,graphene,,,,0.9
8,Carbon mono and dioxide hydrogenation over pure and metal oxide decorated graphene oxide substrates: insight from DFT,10.4236/graphene.2013.23016,graphene,,,,0.8
164,GRAPHENE NANOCOMPOSITE MODIFIED ELECTRODE FOR ELECTROCHEMICAL DETECTION,10.58837/chula.the.2014.1041,graphene,,,,0.8
344,A Phenomenological Model for the Quantum Capacitance of Monolayer and Bilayer Graphene Devices,,graphene,,,,0.8
348,Static capacitive pressure sensing using a single graphene drum,,graphene,,,,0.8
354,Molecular detection by liquid gated Hall effect measurement of graphene,10.1039/C7NR06330J,graphene,,,,0.8
377,Design and Optimization of Graphene Aerogel-Based Electrodes in Supercapacitor,10.54254/2755-2721/2026.bj31526,graphene,,,,0.8
32,Preparation of Ag-CNTs and Ag-Graphene nanocomposite and their combination with MnO2 bath deposition for flexible supercapacitor development.,10.58837/chula.the.2019.375,graphene,,,,0.7
55,Method development for determination of carbofuran using nanomaterial-modified screen-printed carbon electrode,10.58837/chula.the.2016.1420,graphene,,,,0.7
87,Electrochemical performance of decorated reduced graphene oxide by MoO3 nanoparticles as a counter electrode,,graphene,,,,0.7
95,Characterization of graphene oxide and reduced graphene oxide coating on gold electrodes by impedance spectroscopy,10.1109/biyomut.2017.8479037,graphene,,,,0.7
167,GRAPHENE/POLYANILINE NANOCOMPOSITE MODIFIED ELECTRODE FOR ACUTE KIDNEY INJURY DIAGNOSIS,10.58837/chula.the.2014.1039,graphene,,,,0.7
172,Tailored PolyimideGraphene Nanocomposite as Negative Electrode and Reduced Graphene Oxide as Positive Electrode for Flexible Hybrid Sodium-Ion Capacitors,10.1021/acsami.8b17171.s001,graphene,,,,0.7
214,Thermal stability and optoelectronic behavior of polyaniline/GNP (graphene nanoplatelets) nanocomposites,,graphene,,,,0.7
314,Lithium-ion-based solid electrolyte tuning of the carrier density in graphene,10.1038/srep34816,graphene,,,,0.7
327,A lithium-ion battery based on a graphene nanoflakes ink anode and a lithium iron phosphate cathode,10.1021/nl502429m,graphene,,,,0.7
336,Graphene Aerogels for Ultrabroadband Thermoacoustics,10.1103/PhysRevApplied.14.024022,graphene,,,,0.7
338,Large-Signal Model of Graphene Field-Effect Transistors -- Part I: Compact Modeling of GFET Intrinsic Capacitances,10.1109/TED.2016.2570426,graphene,,,,0.7
339,Capacitance of Graphene Bilayer as a Which-Layer Probe,10.1103/PhysRevB.84.085441,graphene,,,,0.7
341,Quantum capacitance and density of states of graphene,10.1063/1.3391670,graphene,,,,0.7
346,Quantum capacitance of double-layer graphene,10.1103/PhysRevB.96.075447,graphene,,,,0.7
363,Quantum Capacitance of Graphene-Like/Graphene Heterostructures for Supercapacitor Electrodes,10.2139/ssrn.4406234,graphene,,,,0.7
6,Opening of a Gap in Graphene Due to Supercell Potential: Group Theory Point of View,10.4236/graphene.2014.32004,graphene,,,,0.6
9,Symmetry classification of energy bands in graphene and silicene,10.4236/graphene.2013.22011,graphene,,,,0.6
11,Localization of charge carriers in monolayer graphene gradually disordered by ion irradiation,10.4236/graphene.2015.43005,graphene,,,,0.6
17,Emergent quantum matter in graphene nanoribbons,10.1088/978-0-7503-1701-6ch4,graphene,,,,0.6
21,Oxidative MnO2 Template Assisted Electrochemical Fabrication of Graphene/Polypyrrole Supercapacitor Electrodes,10.1021/acs.langmuir.4c00316.s001,graphene,,,,0.6
24,Cyclodextrin/Graphene-Based Porous Carbon Nanofibers with Embedded MnO2 Nanoparticles for Supercapacitor Applications,10.1021/acsanm.2c00645.s001,graphene,,,,0.6
27,One-Step Synthesis of Nitrogen/Sulfur Codoped Graphene/MnO2 Film as a High-Performance Supercapacitor,10.1021/acsaem.5c00530.s001,graphene,,,,0.6
29,"Review for ""Enhanced Supercapacitor Performance Using Graphene Quantum Dots/ manganese dioxide/ tin-organic framework (NGQDs/MnO2/Sn-MOF) Hybrid Electrode""",10.1039/d4nj05331a/v2/review2,graphene,,,,0.6
51,Single Frequency Impedance Analysis on Reduced Graphene Oxide Screen-Printed Electrode for Biomolecular Detection,10.1007/s12010-017-2510-8,graphene,,,,0.6
53,Method development for determination of total vitamin K using screen-printed graphene electrode,10.58837/chula.the.2016.1461,graphene,,,,0.6
64,"Method development for determination of ascorbic acid, dopamine and uric acid using nanomaterial-modified screen-printed carbon electrode",10.58837/chula.the.2015.997,graphene,,,,0.6
68,Influence of aqueous electrolytes on electrochemical performance of vertical graphene nanosheets supercapacitor electrode,10.1016/j.nanoso.2017.03.008,graphene,,,,0.6
77,Self-Assembly Synthesis and Electrochemical Performance of Partially Reduced Graphene Oxide Supported Hierarchical MnO2 Nanonocomposite for Supercapacitor,10.52568/000779/jcsp/41.04.2019,graphene,,,,0.6
84,A Computational Investigation of the Catalytic Properties of Graphene Oxide: Exploring Mechanisms Using DFT Methods,10.1002/cctc.201200210,graphene,,,,0.6
91,Impedance Spectroscopy-Based Reduced Graphene Oxide-Incorporated ZnO Composite Sensor for H2S Investigations,10.1021/acsomega.9b00754.s001,graphene,,,,0.6
97,"Review for ""Pore structure of ethyl cellulose (EC)/graphene oxide (GO) composite film investigated by electrochemical impedance spectroscopy""",10.1002/cjce.70099/v1/review2,graphene,,,,0.6
100,Mechanism of Nanocomposite Formation in the Layer-by-Layer Single-Step Electropolymerization of π-Conjugated Azopolymers and Reduced Graphene Oxide: An Electrochemical Impedance Spectroscopy Study,10.37473/fic/10.1021/acsomega.0c03391,graphene,,,,0.6
102,"Decision letter for ""Pore structure of ethyl cellulose (EC)/graphene oxide (GO) composite film investigated by electrochemical impedance spectroscopy""",10.1002/cjce.70099/v1/decision1,graphene,,,,0.6
105,Humidity sensitivity investigation of reduced graphene oxide by impedance spectroscopy,10.1515/9783110558920-005,graphene,,,,0.6
108,Impedance spectroscopy studies in cobalt ferrite-reduced graphene oxide nanocomposite,10.1063/1.4946617,graphene,,,,0.6
134,Toxicity of Carbon Nanomaterials,10.1002/9783527830978.ch6,graphene,,,,0.6
139,Carbon nanotube synthesis from propane decomposition on a pre-treated Ni overlayer,10.1007/s12034-009-0020-1,graphene,,,,0.6
153,"Review for ""Electrochemical Performance and Characterization of Supercapacitor Device Using Carbon Nanotube/Graphene Nanoplatelet Composites with Biomass-Derived Carbon Dots""",10.1039/d5nr02603b/v1/review1,graphene,,,,0.6
178,Facile Fabrication of a Nanocomposite Electrode for Enhanced Electrochemical Performance,10.21203/rs.3.rs-7148554/v1,graphene,,,,0.6
231,Non-Enzymatic Glucose sensing properties of NiO nanostructured flower decorated Exfoliated Graphite Electrodes,,graphene,,,,0.6
296,"MXenes as High Capacity Electrode Materials for Metal (Li, Na, K, Ca)-ion batteries",,graphene,,,,0.6
300,Recent advances of MXene saturable absorber for near-infrared mode-locked fiber laser,,graphene,,,,0.6
305,Alkali Metal Intercalation in MXene/Graphene Heterostructures: A New Platform for Ion Battery Applications,10.1021/acs.jpclett.8b03056.s001,graphene,,,,0.6
310,Quantum Metric and Correlated States in Two-dimensional Systems,10.1016/j.cossms.2021.100952,graphene,,,,0.6
312,Application of sodium-ion-based solid electrolyte in electrostatic tuning of carrier density in graphene,10.1038/s41598-017-03413-5,graphene,,,,0.6
340,Quantum capacitance of the monolayer graphene,10.1016/j.physe.2015.01.018,graphene,,,,0.6
357,Optimizing Reduced Graphene Oxide Aerogel for a Supercapacitor,10.1021/acs.energyfuels.0c04126.s001,graphene,,,,0.6
358,Polymer-Coated Graphene Aerogel Beads and Supercapacitor Application,10.1021/acsami.6b01965.s001,graphene,,,,0.6
359,Supercapacitor Performance of Sulfonyldibenzene Derivative-Functionalized Graphene Aerogel,10.1021/acs.langmuir.4c00758.s001,graphene,,,,0.6
360,Three Dimensional Graphene Aerogel Encapsulated NiCo2O4 Sea Urchin-like Nanospheres for Supercapacitor Application,10.1021/acsanm.5c04174.s001,graphene,,,,0.6
361,Electrodeposition of Graphene/Polypyrrole Electrode for Flexible Supercapacitor with Large Areal Capacitance,10.1021/acsaem.4c00968.s001,graphene,,,,0.6
366,Cellulose Nanofibers/Reduced Graphene Oxide/Polypyrrole Aerogel Electrodes for High-Capacitance Flexible All-Solid-State Supercapacitors,10.1021/acssuschemeng.9b00321.s001,graphene,,,,0.6
369,Direct Reduction of Graphene Oxide by Ni Foam as a High-Capacitance Supercapacitor Electrode,10.1021/acsami.5b11337.s001,graphene,,,,0.6
371,Supercapacitor Electrodes with Remarkable Specific Capacitance Converted from Hybrid Graphene Oxide/NaCl/Urea Films,10.1021/acsami.7b05965.s001,graphene,,,,0.6
374,Reduced Graphene Oxide Hydrogels Deposited in Nickel Foam for Supercapacitor Applications: Toward High Volumetric Capacitance,10.1021/acs.jpcc.6b00326.s001,graphene,,,,0.6
375,A Supercapacitor with High Specific Volumetric Capacitance Produced by 12-Phosphomolybdate Anchored on Graphene Balls,10.1021/acsaem.2c02324.s001,graphene,,,,0.6
376,Significant Capacitance Enhancement via In Situ Exfoliation of Quasi-One-Dimensional Graphene Nanostripes in Supercapacitor Electrodes,10.1021/acsomega.0c06048.s001,graphene,,,,0.6
381,Graphene/Ruthenium Active Species Aerogel as Electrode for Supercapacitor Applications,10.3390/ma11010057,graphene,,,,0.6
382,Graphene/Polyaniline Aerogel with Superelasticity and High Capacitance as Highly Compression-Tolerant Supercapacitor Electrode,10.1186/s11671-017-2395-z,graphene,,,,0.6
384,Fabrication and Characteristics of Cu-BTC Wrapped Graphene Aerogel as High-Performance Electrode Materials for Flexible Supercapacitor,10.2139/ssrn.5769638,graphene,,,,0.6
385,Green fabrication of graphene-like N-doped carbon aerogel from chitosan for high-performance supercapacitor,10.2139/ssrn.5737513,graphene,,,,0.6
387,Synthesis and Supercapacitor Performance of Histidine-functionalized Carbon Dots/Graphene Aerogel,10.15541/jim20190630,graphene,,,,0.6
388,Three-dimensional Bi2WO6/graphene aerogel electrode for high-performance supercapacitor,10.5185/amlett.2018.1719,graphene,,,,0.6
389,"Hierarchical structured, nitrogen-incorporated graphene aerogel for high performance supercapacitor",10.1007/s13233-017-5158-x,graphene,,,,0.6
390,Synthesis of three-dimensional graphene aerogel-supported NiCo2O4 nanowires for supercapacitor application,10.1007/s11581-019-02970-1,graphene,,,,0.6
392,3D graphene oxide/nickel ferrite aerogel for high-performance supercapacitor application,10.1016/j.est.2024.112797,graphene,,,,0.6
393,"Fabrication of N,B‐codoped Graphene Aerogel/PPy Composites for Asymmetric Supercapacitor",10.1002/slct.202102995,graphene,,,,0.6
395,Capacitance of Edge-Free Three-Dimensional Graphene: New Perspectives on the Design of Carbon Structures for Supercapacitor Applications,10.2139/ssrn.4111384,graphene,,,,0.6
396,Hydrothermal-induced ɑ-Fe2O3/graphene nanocomposite with ultrahigh capacitance for stabilized and enhanced supercapacitor electrodes,10.1007/s11581-019-02859-z,graphene,,,,0.6
399,A novel carbonized natural silk nanofiber/graphene oxide aerogel for supercapacitor,10.1016/j.matlet.2024.135901,graphene,,,,0.6
400,Exploring of the Quantum Capacitance of Mos2/Graphene Heterostructures for Supercapacitor Electrodes,10.2139/ssrn.4255458,graphene,,,,0.6
401,Sustainable high capacitance supercapacitor electrode from biomass-derived iron and copper-doped graphene structures,10.1016/j.nxmate.2026.101603,graphene,,,,0.6
405,Quantum capacitance tuned flexible supercapacitor by UV-ozone treated defect engineered reduced graphene oxide forest,10.1088/1361-6528/ab331a,graphene,,,,0.6
406,Trade-off between quantum capacitance and thermodynamic stability of defected graphene: an implication for supercapacitor electrodes,10.1007/s13204-018-0643-x,graphene,,,,0.6
407,Rationally Designed Multifunctional Ti3c2 Mxene@Graphene Composite Aerogel Integrated with Bimetallic Selenides for Enhanced Supercapacitor Performance and Overall Water Splitting,10.2139/ssrn.4111380,graphene,,,,0.6
408,Preparation of nickel oxide/graphene aerogel composites and its electrochemical performance for supercapacitor,10.1109/icept.2016.7583129,graphene,,,,0.6
410,Quantum Capacitance Estimations of Pyrrolic-Rich Graphene for Supercapacitor Electrodes,10.1109/tnano.2017.2786715,graphene,,,,0.6
412,Electrolyte-dependent Specific Capacitance and Charge Transfer Properties of Exfoliated Graphene as an Electrode of Supercapacitor,10.1109/icevt55516.2022.9924637,graphene,,,,0.6
416,A self-assembled macroporous coagulation graphene network with high specific capacitance for supercapacitor applications,10.1039/c4ta03512g,graphene,,,,0.6
419,Mos2-Modified 3d-Printed Reduced Graphene Oxide Aerogel for High Energy Density Micro-Supercapacitor Electrode,10.2139/ssrn.4248819,graphene,,,,0.6
420,"Three-Dimensional MoS<sub>2</sub>/Graphene Hybrid Aerogel as Free-Standing, High-Performance Electrode for Supercapacitor",10.1142/s1793292020500629,graphene,,,,0.6
421,One-pot method to synthesis polyaniline wrapped graphene aerogel/silver nanoparticle composites for solid-state supercapacitor devices,10.1016/j.matlet.2018.01.058,graphene,,,,0.6
432,Two-dimensional band structure in honeycomb metal-organic frameworks,10.1021/acs.nanolett.8b02062,graphene,,,,0.6
486,Graphene OxideEnamino-Xanthene Charge-Transfer Hybrids as High-Performance Sensitizing Interfaces for TiO2 Photoanodes,10.1021/acsami.5c20186.s001,graphene,,,,0.6
498,Enhancement of Interfacial Charge Transfer of TiO2/Graphene with Doped Ca2+ for Improving Electrical Conductivity,10.1021/acsami.1c07401.s001,graphene,,,,0.6
503,A model of an optical biosensor detecting environment,,graphene,,,,0.6
514,Electronic and optical properties of novel carbon allotropes,10.1016/j.carbon.2016.01.078,graphene,,,,0.6
522,Development of electrospun nanofiber modified disposable electrode for biosensor applications,10.58837/chula.the.2014.2071,graphene,,,,0.6
547,"Novel electrochemical biosensor for breast cancer detection, based on a nanocomposite of carbon nanofiber, metal–organic framework, and magnetic graphene oxide",10.1016/j.bioelechem.2023.108558,graphene,,,,0.6
553,Varying Impedance “Orbital Impedance Stability“ Graphene Based Supercapacitor Nanofiber Electrodes – Utilizing A New Direct Method of Studying Impedance Based on Actual Experimental Data,10.2478/acmy-2019-0008,graphene,,,,0.6
569,Polymer/Reduced Graphene Oxide/Lignosulfonate Nanocomposite Films as Pseudocapacitor Cathodes,10.1021/acsanm.1c04358.s001,graphene,,,,0.6
578,A sensitive electrochemical sensor for cryptotanshinone based on electrochemical reduced graphene oxide and carbon nanotube composite film modified glassy carbon electrode,10.56042/ijca.v59i12.31994,graphene,,,,0.6
630,An electrochemical immunosensor based on a graphene/multi-wall carbon nanotube composite platform for the detection of cardiovascular marker C-reactive protein,10.1007/s42823-023-00629-6,graphene,,,,0.6
660,Synthesis of Functionalized Carbon Nanotube Graphene Composite Enabling Ph-Responsive Electrochemical Sensing for Biomedical Applications,10.2139/ssrn.4120059,graphene,,,,0.6
678,Synthesis and Characterization of PEDOT: PSS-PAs with Good Electrical Conductivity for Supercapacitor,10.9734/csji/2023/v32i5856,graphene,,,,0.6
701,Low-Impedance Graphene – PEDOT-PSS Electrodes for Neural Recording and Stimulation in Implantable Medical Devices,10.1109/nano51122.2021.9514286,graphene,,,,0.6
710,A Novel Rutin Electrochemical Sensor Using Reduced Graphene Oxide/Magnetite/Silver Nanoparticle-Molecularly Imprinted Polymer Composite Modified Electrode,10.20964/2018.03.55,graphene,,,,0.6
714,Study on Electrical Conductivity of Graphene Oxide Decorated with Silver Nanoparticle for Electrochemical Sensor Development,10.20964/2021.05.03,graphene,,,,0.6
731,Fabrication of streptavidin functionalized silver nanoparticle decorated graphene and its application in disposable electrochemical sensor for immunoglobulin E,10.1016/j.elecom.2013.02.001,graphene,,,,0.6
738,Facile and green synthesis of silver nanoparticle-reduced graphene oxide composite and its application as nonenzymatic electrochemical sensor for hydrogen peroxide,10.5267/j.ccl.2021.3.002,graphene,,,,0.6
751,Enhanced electron transfer mediated detection of hydrogen peroxide using a silver nanoparticle–reduced graphene oxide–polyaniline fabricated electrochemical sensor,10.1039/c7ra11466d,graphene,,,,0.6
756,Highly Sensitive Electrochemical Sensor for Anticancer Drug by a Zirconia Nanoparticle-Decorated Reduced Graphene Oxide Nanocomposite,10.1021/acsomega.8b02129.s001,graphene,,,,0.6
759,The Physicochemical and Electrochemical Characterization of Silver Nanoparticle-Incorporated Magnetite/Reduced Graphene Oxide,10.55373/mjchem.v25i4.73,graphene,,,,0.6
765,Two-Dimensional (2D) Layered Metal–Organic Framework (MOF) Composites as an Electrochemical Sensor for Nitrofurans,10.1149/ma2024-01492702mtgabs,graphene,,,,0.6
769,Paper Microfluidic Electrochemical Sensor for Salivary Cortisol Analysis,10.1149/ma2017-01/42/1952,graphene,,,,0.6
782,Wearable electrochemical sensors for sweat analysis based on graphene-based nanocomposites,10.14711/thesis-991012873065103412,graphene,,,,0.6
787,A wearable electrochemical sensor based on β-CD functionalized graphene for pH and potassium ion analysis in sweat,10.1016/j.talanta.2022.123481,graphene,,,,0.6
3,Dynamics of electrochemical flows 2 Electrochemical flows-through porous electrode,,graphene_oxide,,,,0.95
54,Method development for determination of carbofuran using nanomaterial-modified screen-printed carbon electrode,10.58837/chula.the.2016.1420,graphene_oxide,,,,0.95
76,Self-Assembly Synthesis and Electrochemical Performance of Partially Reduced Graphene Oxide Supported Hierarchical MnO2 Nanonocomposite for Supercapacitor,10.52568/000779/jcsp/41.04.2019,graphene_oxide,,,,0.95
83,A Computational Investigation of the Catalytic Properties of Graphene Oxide: Exploring Mechanisms Using DFT Methods,10.1002/cctc.201200210,graphene_oxide,,,,0.95
86,Electrochemical performance of decorated reduced graphene oxide by MoO3 nanoparticles as a counter electrode,,graphene_oxide,,,,0.95
